day,hour,branch,n,load_mae_base,load_mae_adaptive,pv_mae_base,pv_mae_adaptive,energy_buffer_kwh,actual_peak_error_kwh,energy_covered,interval_covered,calibration_paths
40,0,published-adjustable,36,23.774679580026483,20.55201232979188,0.0007402777777777777,0.0007564961829694134,335.245169388225,0.0,1,36,27
40,6,published-adjustable,36,87.72806124338624,33.21045236164404,141.29577361111103,79.32663327824595,3199.743791931314,1828.108852224707,1,34,27
40,12,published-adjustable,36,103.29683432539686,20.179357613992792,125.00523611111115,85.10908057000854,280.40850539160215,0.0,1,36,27
40,18,published-adjustable,36,54.509669692460335,16.947709086079087,0.000762037037037037,0.0007830307655084353,628.9655652947099,313.4291275971193,1,34,27
41,0,historical-frozen,144,69.58026944444448,19.604915928406825,38.165647681051595,22.086435499338624,981.4450550706988,0.0,1,143,27
41,0,published-frozen,144,69.58026944444448,19.604915928406825,92.28993206018518,60.41795526364837,3744.851349716061,1765.9615460148448,1,142,27
41,0,published-adjustable,36,21.543193039021187,22.498267795275822,0.0009722222222222223,0.0009021455575199284,335.245169388225,0.0,1,36,27
41,6,published-adjustable,36,92.52706582341274,18.680370669974437,136.8539046296295,86.34050284090443,3199.743791931314,2648.5328205765604,1,34,27
41,12,published-adjustable,36,108.90066982473552,21.90767578425283,107.73663333333337,73.84119224855766,280.40850539160215,0.0,1,36,27
41,18,published-adjustable,36,55.350149090608525,17.410955431434388,0.0008930555555555555,0.0008159123699144986,628.9655652947099,312.38853051571346,1,34,27
42,0,historical-frozen,144,69.2717610119048,22.719191538804857,35.22629543237435,18.98734513888888,981.4450550706988,0.0,1,140,27
42,0,published-frozen,144,69.2717610119048,22.719191538804857,57.039485763888884,36.31056821542245,3744.851349716061,72.51943506036253,1,142,27
42,0,published-adjustable,36,19.573436541005314,30.64488680500427,0.0011305555555555557,0.000985708309103504,335.245169388225,0.0,1,36,27
42,6,published-adjustable,36,91.18345608465609,24.456154151149452,145.71484814814815,89.95422416908579,3199.743791931314,2762.7426937055875,1,33,27
42,12,published-adjustable,36,109.06057051917998,19.290398348177533,103.10958981481485,59.69798660955824,280.40850539160215,0.0,1,34,27
42,18,published-adjustable,36,57.269580902777825,12.546021401788446,0.0010791666666666666,0.0009260087407204793,394.0020841493738,135.12945074704749,1,36,27
43,0,historical-frozen,144,71.5455953827712,23.85163494174925,59.91365142195769,37.78106112764551,981.4450550706988,0.0,1,143,27
43,0,published-frozen,144,71.5455953827712,23.85163494174925,54.62284398148149,40.722650150732505,3744.851349716061,895.6558695623519,1,142,27
43,0,published-adjustable,36,29.50554444444448,20.111312373247138,0.001325925925925926,0.0011075455864810143,335.245169388225,0.0,1,36,27
43,6,published-adjustable,36,93.5574537533069,27.589302463368202,141.7437921296296,81.38670089852596,3199.743791931314,2179.673592505592,1,36,27
43,12,published-adjustable,36,105.22716827050267,24.794300221129244,132.55495509259265,97.89178931047562,280.40850539160215,0.0,1,36,27
43,18,published-adjustable,36,57.892215062830736,16.32471769486587,0.0015138888888888888,0.0012803331653963874,394.0020841493738,285.94724113554844,1,34,27
44,0,historical-frozen,144,244.5685362888558,20.068060534062823,31.844176909722226,18.123672023809522,981.4450550706988,16.60626293620669,1,139,27
44,0,published-frozen,144,244.5685362888558,20.068060534062823,41.71238749999999,28.342364692677425,3744.851349716061,1351.1566942683717,1,139,27
44,0,published-adjustable,36,136.20543812830684,21.537326814954568,0.0014055555555555553,0.0011208322215833708,335.245169388225,16.60626293620669,1,35,27
44,6,published-adjustable,36,320.47068789682527,20.42703381370798,115.54924074074071,90.17383826890162,3199.743791931314,2946.2454536075306,1,32,27
44,12,published-adjustable,36,348.803540162037,28.448906665111924,123.29741574074076,81.40498751717466,280.40850539160215,49.35501617023772,1,34,27
44,18,published-adjustable,36,172.79447896825388,10.7803885971965,0.0014537037037037038,0.0011291475379524042,394.0020841493738,77.73516024970212,1,36,27
45,0,historical-frozen,144,242.85635160383592,19.21422174737697,32.663185565476205,13.838233482142861,981.4450550706988,21.491267155754542,1,136,27
45,0,published-frozen,144,242.85635160383592,19.21422174737697,76.83616516203703,48.42785008996501,3744.851349716061,2441.920241236181,1,130,27
45,0,published-adjustable,36,137.03533513558193,17.398728061693816,0.0016435185185185185,0.0012978666157903403,335.245169388225,21.491267155754542,1,36,27
45,6,published-adjustable,36,329.11810171957666,24.198090560144202,129.68434027777778,95.50297964814723,3199.743791931314,3257.9417606121638,0,31,27
45,12,published-adjustable,36,340.09120448082007,16.8217449514202,117.42520833333339,77.47889517796528,280.40850539160215,399.3037956427904,0,36,27
