开始时间,日计划制定时间,计划负荷预测_kWh,计划光伏预测_kWh,实际负荷_kWh,实际光伏_kWh,实际净负荷_kWh,计划净负荷误差_kWh,执行时负荷预测_kWh,执行时光伏预测_kWh,执行时净负荷误差_kWh,段初SOC_kWh,段末SOC_kWh,实际存入_kWh,实际送达_kWh,弃光_kWh,弃购电_kWh,当段累计备用需求_送达kWh,窗口最大规划备用缺口_kWh,当段规划供电缺口_kWh,母线平衡残差_kWh,SOC递推残差_kWh
2025-02-01T00:10:00,2025-02-01T00:00:00,438.81306766760304,0.0,422.0303666666667,0.0,422.0303666666667,-16.782701000936356,438.45534583333324,0.0,-16.42497916666656,10696.993178203204,10712.097609095046,15.10443089184272,0.0,0.0,0.0,17373.325769999996,10658.028119999997,0.0,1.000000082740371e-08,-7.993605777301127e-14
2025-02-01T00:20:00,2025-02-01T00:00:00,436.37479619184273,0.0,415.4073166666667,0.0,415.4073166666667,-20.96747952517603,435.6691524999999,0.0,-20.26183583333318,10712.097609095046,10730.968340658705,18.870731563658428,0.0,0.0,0.0,17317.682609999993,10658.028119999997,0.0,1.000000082740371e-08,-1.7763568394002505e-14
2025-02-01T00:30:00,2025-02-01T00:00:00,436.632359048205,0.0,410.7166666666667,0.0,410.7166666666667,-25.915692381538292,429.6373083333333,0.0,-18.920641666666597,10730.968340658705,10754.292463793088,23.32412313438446,0.0,0.0,0.0,17262.642296666658,10658.028119999997,0.0,1.0000004380117389e-08,-8.348877145181177e-13
2025-02-01T00:40:00,2025-02-01T00:00:00,457.5029731904826,0.0,430.29479999999995,0.0,430.29479999999995,-27.208173190482626,448.80079416666666,0.0,-18.50599416666671,10754.292463793088,10778.779819655523,24.48735586243436,0.0,0.0,0.0,17215.440963333327,10658.028119999997,0.0,1.0000004380117389e-08,5.648814749292796e-13
2025-02-01T00:50:00,2025-02-01T00:00:00,466.51842341893683,0.0,424.4105833333333,0.0,424.4105833333333,-42.10784008560353,452.9436408333334,0.0,-28.533057500000098,10778.779819655523,10799.999999991,21.22018033547683,0.0,0.0,18.529861935073715,17153.989206666658,10658.028119999997,0.0,3.552713678800501e-15,-3.588240815588506e-13
2025-02-01T01:00:00,2025-02-01T00:00:00,463.4415834096056,0.0,406.0516666666666,0.0,406.0516666666666,-57.389916742938965,444.4653166666667,0.0,-38.413650000000075,10799.999999991,10799.999999991,0.0,0.0,0.0,57.38991673483864,17065.36113666666,10658.028119999997,0.0,8.100322190784937e-09,0.0
2025-02-01T01:10:00,2025-02-01T00:00:00,476.32244757157594,0.0,436.7501833333333,0.0,436.7501833333333,-39.57226423824261,455.2925091666667,0.0,-18.542325833333393,10799.999999991,10799.999999991,0.0,0.0,0.0,39.57226423014229,16975.25013666666,10658.028119999997,0.0,8.100322190784937e-09,0.0
2025-02-01T01:20:00,2025-02-01T00:00:00,468.86709789903483,0.0,451.7976833333333,0.0,451.7976833333333,-17.06941456570155,446.8803333333333,0.0,4.917349999999999,10799.999999991,10799.999999991,0.0,0.0,0.0,17.069414557601228,16933.10953666666,10658.028119999997,0.0,8.100322190784937e-09,0.0
2025-02-01T01:30:00,2025-02-01T00:00:00,452.5262558182414,0.0,446.08,0.0,446.08,-6.446255818241411,430.25305000000003,0.0,15.826949999999954,10799.999999991,10799.999999991,0.0,0.0,0.0,6.446255810141087,16881.674093333328,10658.028119999997,0.0,8.100323967141776e-09,0.0
2025-02-01T01:40:00,2025-02-01T00:00:00,477.46070319622567,0.0,471.7663333333333,0.0,471.7663333333333,-5.6943698628923585,455.57122,0.0,16.195113333333325,10799.999999991,10799.999999991,0.0,0.0,0.0,5.6943698547920345,16779.239759999993,10658.028119999997,0.0,8.100323967141776e-09,0.0
2025-02-01T01:50:00,2025-02-01T00:00:00,494.00180334468456,0.0,448.02596666666665,0.0,448.02596666666665,-45.97583667801791,473.5922249999999,0.0,-25.56625833333328,10799.999999991,10799.999999991,0.0,0.0,0.0,45.97583666991759,16702.831739999994,10658.028119999997,0.0,8.100322190784937e-09,0.0
2025-02-01T02:00:00,2025-02-01T00:00:00,486.73893368586994,0.0,397.4033333333333,0.0,397.4033333333333,-89.33560035253663,466.0658166666666,0.0,-68.66248333333328,10799.999999991,10799.999999991,0.0,0.0,0.0,89.3356003444363,16645.053549999993,10658.028119999997,0.0,8.100329296212294e-09,0.0
